City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
389,Les Cayes,HT,79.05,few clouds,18.2,-73.75,Villa Orphee
392,Cockburn Town,TC,82.0,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
393,Bilibino,RU,57.88,broken clouds,68.0546,166.4372,Gostinitsa Severyanka
394,Pangody,RU,54.9,overcast clouds,65.85,74.4859,Elizaveta Shevchuk's House
395,Severobaykalsk,RU,64.31,clear sky,55.65,109.3167,Hostel03RUS
396,Trzebiatow,PL,70.07,overcast clouds,54.0615,15.2648,MNE Apartament
397,Atambua,ID,80.6,clear sky,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
399,Nizhnevartovsk,RU,62.62,overcast clouds,60.9344,76.5531,Gostinichnyy Kompleks Samotlor
400,Saint Anthony,US,88.75,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
402,Kalmunai,LK,79.57,overcast clouds,7.4167,81.8167,VS Villa
403,Alice Springs,AU,54.95,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
404,Nampula,MZ,58.95,scattered clouds,-15.1165,39.2666,BUTIK Hotel
405,Kaitong,CN,73.0,light rain,44.8135,123.15,Jinhe Fashion Hotel
406,Arraial Do Cabo,BR,69.82,clear sky,-22.9661,-42.0278,Pousada Porto Praia
407,Emerald,AU,66.34,clear sky,-23.5333,148.1667,The Irish Village
409,Rio Grande,BR,60.53,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
410,Imbituva,BR,53.06,clear sky,-25.23,-50.6044,Hotel Estrela
411,Bilma,NE,88.92,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
412,Arlit,NE,93.13,few clouds,18.7369,7.3853,Case de Passage De la Prefecture
413,Nador,MA,88.05,clear sky,35.174,-2.9287,Hôtel La Giralda
414,Nelson Bay,AU,57.99,clear sky,-32.7167,152.15,Mantra Nelson Bay
415,Salamiyah,SY,72.84,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
416,Dunedin,NZ,50.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
417,Poum,NC,73.38,scattered clouds,-20.2333,164.0167,Gîte kajeon
419,Greece,US,77.36,overcast clouds,43.2098,-77.6931,"Homewood Suites by Hilton Rochester/Greece, NY"
420,Pativilca,PE,62.35,scattered clouds,-10.7,-77.7833,HOSTAL PATIVILCA
421,Evanston,US,88.32,scattered clouds,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
422,Hervey Bay,AU,72.03,clear sky,-25.2986,152.8535,Shelly Bay Resort
423,Rorvik,NO,56.61,overcast clouds,64.8621,11.2373,Kysthotellet Rørvik AS
424,Lakes Entrance,AU,51.57,few clouds,-37.8811,147.981,The Esplanade Resort & Spa
425,Fort-Shevchenko,KZ,81.19,overcast clouds,44.5086,50.263,Oasis hotel Bautino
426,Quang Ngai,VN,83.3,overcast clouds,15.1167,108.8,Central Hotel
429,Tezu,IN,79.92,overcast clouds,27.9167,96.1667,Circuit House
430,Arcos De La Frontera,ES,72.91,clear sky,36.7508,-5.8106,Parador de Arcos de la Frontera
431,Biltine,TD,84.27,overcast clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
432,Jawhar,SO,72.77,scattered clouds,2.7809,45.5005,hantiwadaag village part one
433,Lokoja,NG,71.51,scattered clouds,7.8024,6.743,Hotel Charvid
434,Tacuarembo,UY,62.47,overcast clouds,-31.7333,-55.9833,Complejo San Fructuoso
435,Atar,MR,93.15,overcast clouds,20.5169,-13.0499,Oumou Elghoura
436,Ambulu,ID,76.5,clear sky,-8.345,113.6058,Hotel Ambulu Jember
437,Jerome,US,89.08,clear sky,42.7241,-114.5186,Best Western Sawtooth Inn & Suites
439,Port Blair,IN,82.04,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
440,Kirakira,SB,85.05,scattered clouds,-10.4544,161.9205,SanBiz Lodge
441,Porto Velho,BR,80.65,clear sky,-8.7619,-63.9039,Hotel Central
442,Cubuk,TR,65.95,clear sky,40.2386,33.0322,Çubuk Öğretmenevi
443,Guerrero Negro,MX,72.55,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
444,Lepa,PH,84.0,overcast clouds,15.8826,120.4493,Sitio Paway Bukid Malasiqui Pangasinan
446,Cam Ranh,VN,85.96,scattered clouds,11.9214,109.1591,OYO 598 Peony Hotel
447,Anloga,GH,77.22,overcast clouds,5.7947,0.8973,Pin Drop Hotel
449,Nishihara,JP,83.86,mist,26.1842,127.7558,Minshuku Agaihama
450,Noumea,NC,80.58,clear sky,-22.2763,166.4572,Hôtel Le Lagon
451,Alihe,CN,73.36,clear sky,50.5667,123.7167,Alihe Forestry Hotel
452,Mackay,AU,74.05,clear sky,-21.15,149.2,International Lodge Motel
453,Port Augusta,AU,53.74,clear sky,-32.5,137.7667,Majestic Oasis Apartments
454,Stornoway,GB,59.94,overcast clouds,58.2093,-6.3865,Caladh Inn
455,Tual,ID,79.92,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
456,Areado,BR,54.46,clear sky,-21.3586,-46.1456,Afepesp
457,North Bend,US,63.86,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
458,Sumter,US,85.89,clear sky,28.7086,-82.0831,Paradise Oaks RV Resort
459,Saint Joseph,US,92.75,clear sky,39.7686,-94.8466,Whiskey Mansion Inn
460,Jepelacio,PE,64.99,clear sky,-6.1167,-76.95,Fundo ecológico Yajáuwajah
461,Khani,GE,63.97,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
462,Cascais,PT,67.46,few clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
464,Padang,ID,73.45,overcast clouds,-0.9492,100.3543,Mercure Padang
466,Mandalgovi,MN,64.6,overcast clouds,45.7625,106.2708,В.Ганбат
468,North Platte,US,89.49,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
469,Hobyo,SO,76.35,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
470,Tautira,PF,73.42,light rain,-17.7333,-149.15,Pension Oaoa
472,Esna,EG,84.49,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
473,Verkhniye Kigi,RU,54.95,broken clouds,55.4083,58.6044,"Gostinitsa-Restoran ""Versal'"""
474,Wahiawa,US,88.12,light rain,21.5028,-158.0236,Aloha Wahiawa
475,Maragogi,BR,74.48,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
476,Winslow,US,83.97,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
477,Antofagasta,CL,56.48,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
478,Khash,IR,76.86,clear sky,28.2211,61.2158,دفتر پیشخوان دولت جمال زهی (خالد)
479,Valleyview,CA,75.24,overcast clouds,55.0667,-117.2859,Paradise Inn & Suites
480,Husavik,IS,57.11,broken clouds,66.0449,-17.3389,Bjarnabúð
482,Monrovia,LR,73.17,overcast clouds,6.3005,-10.7969,Sunset Inn
483,Catuday,PH,81.9,overcast clouds,16.2923,119.8062,Benjie's Kubo & Cottages
485,Harper,LR,74.86,overcast clouds,4.375,-7.7169,Screensaver
486,Canto Do Buriti,BR,77.11,clear sky,-8.11,-42.9444,Novo Hotel
488,Poronaysk,RU,75.97,overcast clouds,49.2167,143.1167,Avtovokzal Khostel Stolovaya
489,Mulanje,MW,53.96,scattered clouds,-16.0316,35.5,Mulanje Motel
490,Camacha,PT,68.76,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
491,Poli,TZ,52.2,broken clouds,-3.3333,36.8,Urafiki House
493,Kiama,AU,55.26,scattered clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
497,Acapulco,MX,85.82,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
498,Miyazu,JP,82.6,clear sky,35.5333,135.1833,Seikiro
499,Bowen,AU,73.62,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
501,Chateau-Thierry,FR,66.34,overcast clouds,49.05,3.4,Hôtel Restaurant Campanile Château Thierry
502,Bani,DO,81.86,overcast clouds,18.2833,-70.3333,Hospedaje Henriquez
503,Grand Gaube,MU,70.2,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
504,Hurghada,EG,83.75,clear sky,27.2574,33.8129,Sea Star Beau Rivage Hotel
506,Assiniboia,CA,85.91,clear sky,49.6334,-105.9845,Canalta Hotel Assiniboia
507,Samarai,PG,79.7,overcast clouds,-10.6167,150.6667,Nuli Sapi
508,Spirit River,CA,73.92,overcast clouds,55.7833,-118.8361,Motel 49
509,Gasa,PS,80.58,broken clouds,31.5,34.4667,رابطة الفنانين الفلسطينيين
510,Teahupoo,PF,67.96,few clouds,-17.8333,-149.2667,Vanira Lodge
511,Nakamura,JP,81.18,overcast clouds,32.9833,132.9333,Hotel Crown Hills Nakamura
512,Slavonski Brod,HR,70.18,clear sky,45.1603,18.0156,Hotel Garten
513,Placido De Castro,BR,77.7,clear sky,-10.3353,-67.1856,Hotel Carioca
514,Muscat,OM,90.14,overcast clouds,23.6139,58.5922,Mutrah Hotel
515,Karratha,AU,74.3,clear sky,-20.7377,116.8463,ibis Styles Karratha
516,Kristiinankaupunki,FI,58.66,scattered clouds,62.2743,21.376,Hotel Alma
517,Altamira,BR,74.62,scattered clouds,-3.2033,-52.2064,Requinte Hotel
518,Dohar,BD,78.78,clear sky,23.5883,90.1469,zaman cominitue center
520,Belmonte,BR,73.9,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
521,Edson,CA,71.74,few clouds,53.5835,-116.4356,"Holiday Inn Express & Suites Edson, an IHG Hotel"
522,Beringovskiy,RU,56.28,overcast clouds,63.05,179.3167,Beringgorski
523,Saratov,RU,63.95,clear sky,51.5667,46.0333,Bogemiya Siti-Otel'
525,Mawlaik,MM,77.05,overcast clouds,23.6333,94.4167,AKZ Guest House
526,Yanam,IN,81.79,overcast clouds,16.7333,82.2167,The Regency Hotel
527,Shelburne,CA,69.42,light rain,44.0787,-80.2041,The Retreat at the Farm
528,Shangrao,CN,82.62,scattered clouds,28.4532,117.9686,Boyue boutique Hotel
529,Smoky Lake,CA,79.48,overcast clouds,54.1169,-112.4686,Country Garden Hotel
530,Banepa,NP,70.12,broken clouds,27.6298,85.5214,Dhulikhel Lodge Resort
531,Nuevo Casas Grandes,MX,70.75,overcast clouds,30.4167,-107.9167,Hotel Villa Colonial
532,Ambo,PE,58.05,clear sky,-10.1308,-76.2047,La Loma Resort
533,Kailua,US,91.38,broken clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
534,Rocha,UY,54.48,overcast clouds,-34.4833,-54.3333,Beleza Pura B&B
535,Ust-Uda,RU,71.13,scattered clouds,54.1742,103.0304,Gostinitsa Ust'-Uda Shans
536,Zhigansk,RU,64.53,few clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
537,Totskoye,RU,62.01,overcast clouds,52.5248,52.7623,Gostinitsa
538,Sechura,PE,66.65,clear sky,-5.5569,-80.8222,Hospedaje Costa Bella
539,Sao Felix Do Xingu,BR,74.79,few clouds,-6.6447,-51.995,Rio Xingu Camping
540,Neijiang,CN,79.52,clear sky,29.5835,105.0622,Han'an Hotel
542,Upata,VE,71.65,overcast clouds,8.0086,-62.3989,Posada Villa Nela
543,Springfield,US,91.33,clear sky,37.2153,-93.2982,University Plaza Hotel & Convention Center
544,Sorong,ID,80.91,light rain,-0.8833,131.25,waigo splash hotel
545,Alghero,IT,78.84,clear sky,40.5589,8.3181,Villa Las Tronas Hotel & Spa
546,Nabire,ID,75.76,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
547,Wilmington Island,US,80.98,clear sky,32.0036,-80.9737,Breezeway Studio Manor LLC
548,Buluang,PH,83.17,overcast clouds,13.3068,123.3425,Enon Beach Resort
550,Sohbatpur,PK,94.98,few clouds,28.5202,68.5434,Allu Hotel
551,Sur,OM,88.02,broken clouds,22.5667,59.5289,Sur Plaza Hotel
552,Beba,CU,82.67,light rain,22.4437,-79.7253,Hostal Cubaustria
554,Hami,CN,90.99,broken clouds,42.8,93.45,Laoyutang Resort
555,Bacolod,PH,82.63,overcast clouds,10.6667,122.95,Planta Hotel & Residences
556,Turbat,PK,82.56,clear sky,26.0023,63.044,Mubashar Quarters
557,Canchungo,GW,80.67,light rain,12.0672,-16.0333,Aparthotel Napalach
558,Fort Carson,US,79.97,few clouds,38.7375,-104.7889,Cheyenne Mountain Estates
559,Tolaga Bay,NZ,56.89,overcast clouds,-38.3667,178.3,Tolaga Bay Motel
560,Sinnamary,GF,77.99,light rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
561,Adrian,US,82.11,clear sky,41.8975,-84.0372,"Holiday Inn Express Adrian, an IHG Hotel"
562,Wageningen,NL,65.16,mist,51.9667,5.6667,Fletcher Hotel-Restaurant De Wageningsche Berg
563,Jaca,ES,68.02,clear sky,42.569,-0.5499,Hotel Real Jaca & Spa
564,Guatire,VE,77.5,light rain,10.4762,-66.5427,Parque Residencial Canaima I
565,Swiecie,PL,62.15,few clouds,53.4095,18.4474,Hotel i Restauracja Vistula
566,Akdepe,TM,80.6,clear sky,42.0551,59.3788,Мой дом
567,Kahului,US,86.02,light rain,20.8947,-156.47,Maui Seaside Hotel
568,Mitsamiouli,KM,75.15,light rain,-11.3847,43.2844,Foyer ADM
569,Nassau,US,77.68,clear sky,40.7507,-73.5829,Hilton Garden Inn Westbury
570,Palmeira Das Missoes,BR,61.16,clear sky,-27.8994,-53.3136,Hotel De Carli
571,Iberia,US,93.27,clear sky,29.9502,-91.7507,back to back rv park
572,Chama,CH,67.6,moderate rain,47.1821,8.4636,City Garden Hotel
573,Itacarambi,BR,65.91,clear sky,-15.1022,-44.0919,POUSADA CAMALEÃO
574,Auki,SB,83.19,overcast clouds,-8.7676,160.7034,Auki Motel
575,Kupang,ID,79.38,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
577,Kabelvag,NO,56.53,light rain,68.2114,14.4817,Nyvågar Rorbuhotel
578,Athabasca,CA,76.82,broken clouds,54.7169,-113.2854,Athabasca Lodge Motel
579,Lazaro Cardenas,MX,83.1,overcast clouds,17.9583,-102.2,quinta antigua
580,Maarianhamina,AX,51.66,clear sky,60.0973,19.9348,Park Alandia Hotel
581,Belyy Yar,RU,67.89,clear sky,53.6039,91.3903,Pasportnyy Stol
582,Hovd,MN,67.62,few clouds,48.0056,91.6419,Hotel Khovd
583,Preobrazheniye,RU,82.09,broken clouds,42.9019,133.9064,Campsite Orlan
584,Port Macquarie,AU,63.9,scattered clouds,-31.4333,152.9167,Rydges Port Macquarie
585,Gannan,CN,76.59,scattered clouds,47.9147,123.5031,Gannan Supply and Marketing Cooperatives Hostel
586,Machilipatnam,IN,80.8,overcast clouds,16.1667,81.1333,R&B Bungalow
587,Marawi,PH,80.65,overcast clouds,7.9986,124.2928,Derogongan Residence
588,Nipawin,CA,78.84,clear sky,53.3668,-104.0009,Tobin Lake Motel
589,Teguise,ES,68.22,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
590,Muswellbrook,AU,52.65,scattered clouds,-32.2667,150.9,Wayfarer Motel
591,Yen Bai,VN,81.25,overcast clouds,21.7,104.8667,AK MOTEL
592,Sayyan,YE,61.9,scattered clouds,15.1718,44.3244,متنزه و بحيرة سيان
593,Natal,BR,75.85,clear sky,-5.795,-35.2094,Villa Park Hotel | Natal
594,Ambovombe,MG,61.61,scattered clouds,-25.1667,46.0833,RELAHARA
595,Bellegarde-Sur-Valserine,FR,69.12,overcast clouds,46.1079,5.8242,Hôtel Pierre Blanche
596,Bousse,BF,78.37,overcast clouds,12.6606,-1.8922,Maison d'hôtes EBEN-EZER DE BOUSSE
597,Oga,IT,61.48,few clouds,46.4631,10.347,QC Terme Bagni di Bormio Bagni Nuovi
599,Saint-Pierre,RE,65.84,light rain,-21.3393,55.4781,Lindsey Hôtel
600,Delijan,IR,85.59,clear sky,33.9905,50.6838,ایزوگام آسیاگستردلیجان
601,Kluczbork,PL,66.97,overcast clouds,50.9728,18.2182,Hotel AMARiZ
602,Kandrian,PG,84.22,light rain,-6.2167,149.55,Kandrian Station
603,Samfya,ZM,54.64,clear sky,-11.3649,29.5565,Chita Lodge Samfya
604,Tabas,IR,88.23,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
605,Zhuhai,CN,87.98,few clouds,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
606,Sillod,IN,73.26,overcast clouds,20.3,75.65,पवन
607,San Juan,AR,52.48,clear sky,-31.5375,-68.5364,Hotel Provincial
609,Santa Fe,AR,66.99,overcast clouds,-31.6333,-60.7,Conquistador Hotel
613,Yarmouth,US,72.07,clear sky,41.7057,-70.2286,Blue Rock Resort
615,Puerto Cabezas,NI,78.87,broken clouds,14.0351,-83.3888,Cabaña Caribe
617,Along,IN,78.35,overcast clouds,28.1667,94.7667,Hotel West
619,Kulhudhuffushi,MV,80.22,overcast clouds,6.6221,73.07,Hondaafushi Island Resort
620,Moron,AR,59.0,moderate rain,-34.6534,-58.6198,Hotel Morón
622,Coahuayana,MX,90.88,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
625,Tabou,CI,74.66,overcast clouds,4.423,-7.3528,hotêl doufoulougou
626,The Pas,CA,73.42,scattered clouds,53.8251,-101.2541,Wescana Inn
627,Podor,MR,84.15,clear sky,16.6527,-14.9587,Auberge Du Tékrour
628,Vilhena,BR,71.28,clear sky,-12.7406,-60.1458,Hotel Mirage
629,Road Town,VG,80.64,thunderstorm,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
630,Pilar,BR,75.13,few clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
631,Duliagaon,IN,78.67,overcast clouds,27.3667,95.3167,Kanchanjongha Complex
632,Akyab,MM,82.17,overcast clouds,20.15,92.9,Hotel Memory
633,Nizhnyaya Salda,RU,51.28,overcast clouds,58.0776,60.7202,Salda
635,Eureka,US,68.13,scattered clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
636,Sebeta,ET,54.61,moderate rain,8.9167,38.6167,Alem Hotel And Milto Cinema
637,Daultala,PK,84.61,overcast clouds,33.1925,73.1413,Waheed garmints and cosmetic
639,Beira,MZ,63.41,broken clouds,-19.8436,34.8389,Beira Terrace Hotel
641,Bereda,ES,59.92,overcast clouds,43.2686,-7.5406,Pazo de Verdes
642,Chengde,CN,76.86,overcast clouds,40.9725,117.9361,Super 8 Hotel
